request_num,size,duration
730,1024,1.237953687
749,512,1.188558458
682,512,1.244968893
755,512,1.149355593
747,512,1.184356898
745,1024,1.160879146
751,1024,1.144998058
762,1024,1.131850016
744,512,1.209046166
764,512,1.137208368
716,512,1.301487324
754,512,1.166195893
757,1024,1.175122638
781,1024,1.113449174
765,1024,1.138233348
771,1024,1.125946711
760,512,1.152601700
763,512,1.129966093
778,512,1.138216394
774,1024,1.128577519
766,512,1.145451520
773,1024,1.112037612
753,1024,1.177288506
752,512,1.163666285
769,1024,1.129704858
789,1024,1.092942063
784,512,1.120829488
767,1024,1.169250295
785,1024,1.136660550
761,1024,1.155147638
759,512,1.136729528
799,512,1.089125254
782,512,1.145381900
792,512,1.115793500
787,1024,1.135813213
779,512,1.127234129
803,1024,1.066405507
776,512,1.128974567
796,512,1.119576371
793,1024,1.105876470
794,1024,1.082960257
800,1024,1.099778288
768,512,1.172736525
777,512,1.141580843
775,512,1.150766914
758,512,1.110913312
797,512,1.129362095
795,512,1.111932157
798,512,1.086191668
770,1024,1.157557346
804,512,1.080964102
783,1024,1.118422196
791,512,1.159019063
805,512,1.095838439
812,512,1.034621942
780,1024,1.087692650
807,512,1.055018493
772,1024,1.175169259
786,1024,1.175088859
806,1024,1.064739592
816,1024,1.025620435
801,1024,1.083323269
788,1024,1.152115549
790,512,1.148625514
815,1024,1.040954305
802,512,1.099035993
831,512,.986203752
819,1024,1.022818447
821,512,1.027754555
822,512,.991183672
813,1024,1.052105156
811,512,1.063115663
814,1024,1.046285419
808,1024,1.104404568
839,512,.989081257
817,1024,1.062126095
818,512,1.012085668
829,1024,1.015804939
823,1024,1.023439873
828,1024,1.012945618
827,512,1.008581527
809,512,1.088800996
826,1024,1.027877244
810,512,1.097016386
820,1024,1.036061109
836,1024,.996235116
824,1024,1.053446045
834,1024,1.006447022
833,1024,.984656229
850,512,.967088385
854,512,.957915843
847,1024,.945873007
825,1024,1.014686409
853,512,.946579728
863,1024,.905376269
830,1024,1.016893033
849,512,.962440398
842,512,.967097310
832,512,.991166341
837,1024,1.008639505
868,1024,.905667491
835,512,.989619973
852,1024,.969814788
861,1024,.956561274
873,1024,.883381181
838,512,1.020298121
846,512,.971499620
844,1024,.962649366
857,512,.959183461
848,512,.968862408
840,1024,.993316649
858,512,.944406649
862,1024,.978254700
856,512,.964172094
867,1024,.929017970
845,1024,.991396359
855,512,.971305433
851,1024,.944479581
872,512,.937317290
864,1024,.938362864
866,512,.949141959
871,1024,.874142001
860,512,.980140356
865,512,.966010251
859,1024,.951967800
880,512,.918997581
878,512,.882014190
876,512,.905535258
884,512,.897775655
875,512,.892678667
843,1024,1.034747664
883,1024,.847096168
841,512,.873216696
879,512,.919243524
882,1024,.872685611
890,1024,.859228518
874,512,.913521063
877,512,.884252769
870,512,.909843308
909,1024,.840690486
891,1024,.865937067
895,1024,.860892244
896,512,.853709259
892,1024,.881887163
898,1024,.849448539
888,512,.880050980
899,1024,.860698585
902,1024,.873189409
894,512,.850626785
913,1024,.840863046
908,512,.837637775
885,1024,.914025185
869,512,.928560940
893,512,.877255750
921,512,.824318203
905,512,.827023163
897,512,.871815412
901,512,.862658417
914,1024,.825419138
889,512,.867176151
881,1024,.907478748
904,1024,.840590408
911,512,.857368290
903,1024,.842907997
912,512,.857488033
907,1024,.858754984
920,512,.824603297
886,512,.908950594
887,512,.895904701
916,1024,.814735180
915,512,.807771994
922,512,.803109003
919,1024,.813015575
906,1024,.843628256
900,1024,.851258361
910,512,.859592698
917,1024,.810562246
923,512,.813796978
934,512,.788811431
926,1024,.791512325
928,512,.791882692
932,1024,.796868648
925,512,.805372313
918,1024,.846330059
933,1024,.796594354
931,1024,.817538826
936,1024,.767172271
924,1024,.816620105
953,512,.743436734
930,512,.818103039
941,512,.782491782
949,512,.771441938
937,1024,.781679194
935,1024,.804588886
954,512,.748270111
952,1024,.741410613
939,512,.780830741
942,1024,.810397850
957,1024,.757936174
940,512,.801244643
947,512,.749498669
948,1024,.783524633
950,1024,.770190706
943,512,.786636796
944,1024,.792956877
938,1024,.803456781
927,1024,.821660260
929,512,.817156231
955,1024,.763023499
968,1024,.736247819
951,1024,.767978145
959,512,.720454330
946,512,.778571609
956,1024,.761980464
976,1024,.701851191
964,1024,.738540090
958,512,.757183035
945,1024,.781818466
960,512,.780271223
973,1024,.726481607
965,512,.696739359
971,1024,.704023366
962,1024,.742790411
966,512,.734598892
970,512,.709520605
978,512,.713453350
969,1024,.732519347
972,1024,.743077313
967,512,.746044711
974,512,.722437795
990,1024,.633893397
963,512,.749531245
977,512,.697802078
983,1024,.665691819
961,1024,.745014345
979,512,.656749856
985,512,.648253059
975,512,.692327665
997,1024,.631869406
991,512,.647915899
993,1024,.649631534
996,1024,.633922132
986,512,.666982675
999,512,.645964656
987,512,.649907992
980,512,.655567467
981,1024,.661088675
984,512,.656716997
992,512,.636286186
988,512,.627374245
982,512,.679855106
995,1024,.647953389
994,1024,.622412049
1000,1024,.654312514
989,1024,.663955204
998,1024,.643132953
